Request_id,Pickup_point,Driver_id,Status,Request_timestamp,Request_Time,Request_Date,Request_Day,Request_Time_of_the_day,Drop_timestamp,Drop_Time,Drop_Date,Drop_Day
1008,Airport,293,Trip Completed,2016-07-11 19:05:00,19:05:00,2016-07-11,Monday,Night,2016-07-11 20:09:00,20:09:00,2016-07-11,Monday
1009,Airport,,No Cars Available,2016-07-11 19:11:00,19:11:00,2016-07-11,Monday,Night,,,,
1010,City,134,Trip Completed,2016-07-11 19:14:00,19:14:00,2016-07-11,Monday,Night,2016-07-11 20:09:00,20:09:00,2016-07-11,Monday
1011,Airport,168,Cancelled,2016-07-11 19:08:00,19:08:00,2016-07-11,Monday,Night,,,,
1012,City,13,Trip Completed,2016-07-11 19:15:00,19:15:00,2016-07-11,Monday,Night,2016-07-11 19:57:00,19:57:00,2016-07-11,Monday
1013,Airport,,No Cars Available,2016-07-11 19:15:00,19:15:00,2016-07-11,Monday,Night,,,,
1014,Airport,128,Trip Completed,2016-07-11 19:14:00,19:14:00,2016-07-11,Monday,Night,2016-07-11 20:06:00,20:06:00,2016-07-11,Monday
1015,City,182,Trip Completed,2016-07-11 19:15:00,19:15:00,2016-07-11,Monday,Night,2016-07-11 20:11:00,20:11:00,2016-07-11,Monday
1016,Airport,,No Cars Available,2016-07-11 19:15:00,19:15:00,2016-07-11,Monday,Night,,,,
1017,Airport,,No Cars Available,2016-07-11 19:17:00,19:17:00,2016-07-11,Monday,Night,,,,
1018,Airport,,No Cars Available,2016-07-11 19:17:00,19:17:00,2016-07-11,Monday,Night,,,,
1019,Airport,,No Cars Available,2016-07-11 19:22:00,19:22:00,2016-07-11,Monday,Night,,,,
1020,Airport,157,Trip Completed,2016-07-11 19:17:00,19:17:00,2016-07-11,Monday,Night,2016-07-11 20:08:00,20:08:00,2016-07-11,Monday
1021,Airport,,No Cars Available,2016-07-11 19:20:00,19:20:00,2016-07-11,Monday,Night,,,,
1022,Airport,,No Cars Available,2016-07-11 19:22:00,19:22:00,2016-07-11,Monday,Night,,,,
1023,Airport,,No Cars Available,2016-07-11 19:18:00,19:18:00,2016-07-11,Monday,Night,,,,
1024,Airport,122,Trip Completed,2016-07-11 19:20:00,19:20:00,2016-07-11,Monday,Night,2016-07-11 20:20:00,20:20:00,2016-07-11,Monday
1025,Airport,,No Cars Available,2016-07-11 19:19:00,19:19:00,2016-07-11,Monday,Night,,,,
1026,Airport,,No Cars Available,2016-07-11 19:19:00,19:19:00,2016-07-11,Monday,Night,,,,
1027,Airport,15,Trip Completed,2016-07-11 19:18:00,19:18:00,2016-07-11,Monday,Night,2016-07-11 20:24:00,20:24:00,2016-07-11,Monday
1028,Airport,,No Cars Available,2016-07-11 19:17:00,19:17:00,2016-07-11,Monday,Night,,,,
1029,Airport,,No Cars Available,2016-07-11 19:16:00,19:16:00,2016-07-11,Monday,Night,,,,
1030,Airport,195,Cancelled,2016-07-11 19:14:00,19:14:00,2016-07-11,Monday,Night,,,,
1031,Airport,,No Cars Available,2016-07-11 19:24:00,19:24:00,2016-07-11,Monday,Night,,,,
1032,Airport,,No Cars Available,2016-07-11 19:24:00,19:24:00,2016-07-11,Monday,Night,,,,
1033,Airport,,No Cars Available,2016-07-11 19:30:00,19:30:00,2016-07-11,Monday,Night,,,,
1034,Airport,58,Cancelled,2016-07-11 19:27:00,19:27:00,2016-07-11,Monday,Night,,,,
1035,Airport,,No Cars Available,2016-07-11 19:29:00,19:29:00,2016-07-11,Monday,Night,,,,
1036,Airport,,No Cars Available,2016-07-11 19:33:00,19:33:00,2016-07-11,Monday,Night,,,,
1037,Airport,,No Cars Available,2016-07-11 19:31:00,19:31:00,2016-07-11,Monday,Night,,,,
1038,Airport,,No Cars Available,2016-07-11 19:35:00,19:35:00,2016-07-11,Monday,Night,,,,
1039,City,7,Trip Completed,2016-07-11 19:31:00,19:31:00,2016-07-11,Monday,Night,2016-07-11 20:41:00,20:41:00,2016-07-11,Monday
1040,City,283,Trip Completed,2016-07-11 19:33:00,19:33:00,2016-07-11,Monday,Night,2016-07-11 20:15:00,20:15:00,2016-07-11,Monday
1041,Airport,,No Cars Available,2016-07-11 19:34:00,19:34:00,2016-07-11,Monday,Night,,,,
1042,Airport,,No Cars Available,2016-07-11 19:33:00,19:33:00,2016-07-11,Monday,Night,,,,
1043,Airport,,No Cars Available,2016-07-11 19:34:00,19:34:00,2016-07-11,Monday,Night,,,,
1044,City,261,Trip Completed,2016-07-11 19:35:00,19:35:00,2016-07-11,Monday,Night,2016-07-11 20:18:00,20:18:00,2016-07-11,Monday
1045,City,,No Cars Available,2016-07-11 19:40:00,19:40:00,2016-07-11,Monday,Night,,,,
1046,Airport,132,Trip Completed,2016-07-11 19:31:00,19:31:00,2016-07-11,Monday,Night,2016-07-11 20:12:00,20:12:00,2016-07-11,Monday
1047,Airport,,No Cars Available,2016-07-11 19:39:00,19:39:00,2016-07-11,Monday,Night,,,,
1048,Airport,,No Cars Available,2016-07-11 19:41:00,19:41:00,2016-07-11,Monday,Night,,,,
1049,Airport,,No Cars Available,2016-07-11 19:40:00,19:40:00,2016-07-11,Monday,Night,,,,
1050,Airport,8,Trip Completed,2016-07-11 19:39:00,19:39:00,2016-07-11,Monday,Night,2016-07-11 20:30:00,20:30:00,2016-07-11,Monday
1051,Airport,164,Cancelled,2016-07-11 19:44:00,19:44:00,2016-07-11,Monday,Night,,,,
1052,Airport,295,Trip Completed,2016-07-11 19:42:00,19:42:00,2016-07-11,Monday,Night,2016-07-11 20:54:00,20:54:00,2016-07-11,Monday
1053,Airport,,No Cars Available,2016-07-11 19:45:00,19:45:00,2016-07-11,Monday,Night,,,,
1054,Airport,,No Cars Available,2016-07-11 19:42:00,19:42:00,2016-07-11,Monday,Night,,,,
1055,City,,No Cars Available,2016-07-11 19:46:00,19:46:00,2016-07-11,Monday,Night,,,,
1056,City,185,Trip Completed,2016-07-11 19:49:00,19:49:00,2016-07-11,Monday,Night,2016-07-11 20:28:00,20:28:00,2016-07-11,Monday
1057,Airport,233,Trip Completed,2016-07-11 19:53:00,19:53:00,2016-07-11,Monday,Night,2016-07-11 20:42:00,20:42:00,2016-07-11,Monday
1058,Airport,,No Cars Available,2016-07-11 19:47:00,19:47:00,2016-07-11,Monday,Night,,,,
1059,Airport,258,Trip Completed,2016-07-11 19:49:00,19:49:00,2016-07-11,Monday,Night,2016-07-11 21:03:00,21:03:00,2016-07-11,Monday
1060,City,274,Trip Completed,2016-07-11 19:50:00,19:50:00,2016-07-11,Monday,Night,2016-07-11 20:48:00,20:48:00,2016-07-11,Monday
1061,Airport,,No Cars Available,2016-07-11 19:44:00,19:44:00,2016-07-11,Monday,Night,,,,
1062,Airport,,No Cars Available,2016-07-11 19:53:00,19:53:00,2016-07-11,Monday,Night,,,,
1063,Airport,,No Cars Available,2016-07-11 19:51:00,19:51:00,2016-07-11,Monday,Night,,,,
1064,City,31,Trip Completed,2016-07-11 19:53:00,19:53:00,2016-07-11,Monday,Night,2016-07-11 20:31:00,20:31:00,2016-07-11,Monday
1065,Airport,218,Trip Completed,2016-07-11 19:51:00,19:51:00,2016-07-11,Monday,Night,2016-07-11 20:43:00,20:43:00,2016-07-11,Monday
1066,Airport,270,Trip Completed,2016-07-11 19:58:00,19:58:00,2016-07-11,Monday,Night,2016-07-11 20:51:00,20:51:00,2016-07-11,Monday
1067,Airport,,No Cars Available,2016-07-11 19:53:00,19:53:00,2016-07-11,Monday,Night,,,,
1068,City,24,Trip Completed,2016-07-11 19:52:00,19:52:00,2016-07-11,Monday,Night,2016-07-11 20:48:00,20:48:00,2016-07-11,Monday
1069,Airport,,No Cars Available,2016-07-11 19:57:00,19:57:00,2016-07-11,Monday,Night,,,,
1070,City,59,Trip Completed,2016-07-11 19:58:00,19:58:00,2016-07-11,Monday,Night,2016-07-11 20:58:00,20:58:00,2016-07-11,Monday
1071,Airport,292,Trip Completed,2016-07-11 19:58:00,19:58:00,2016-07-11,Monday,Night,2016-07-11 20:32:00,20:32:00,2016-07-11,Monday
1072,Airport,,No Cars Available,2016-07-11 19:54:00,19:54:00,2016-07-11,Monday,Night,,,,
1073,Airport,,No Cars Available,2016-07-11 19:58:00,19:58:00,2016-07-11,Monday,Night,,,,
1074,Airport,,No Cars Available,2016-07-11 20:00:00,20:00:00,2016-07-11,Monday,Night,,,,
1075,City,,No Cars Available,2016-07-11 20:01:00,20:01:00,2016-07-11,Monday,Night,,,,
1076,Airport,,No Cars Available,2016-07-11 20:02:00,20:02:00,2016-07-11,Monday,Night,,,,
1077,Airport,118,Trip Completed,2016-07-11 19:55:00,19:55:00,2016-07-11,Monday,Night,2016-07-11 20:44:00,20:44:00,2016-07-11,Monday
1078,Airport,,No Cars Available,2016-07-11 20:01:00,20:01:00,2016-07-11,Monday,Night,,,,
1079,Airport,,No Cars Available,2016-07-11 20:01:00,20:01:00,2016-07-11,Monday,Night,,,,
1080,Airport,107,Trip Completed,2016-07-11 19:59:00,19:59:00,2016-07-11,Monday,Night,2016-07-11 20:38:00,20:38:00,2016-07-11,Monday
1081,Airport,,No Cars Available,2016-07-11 20:07:00,20:07:00,2016-07-11,Monday,Night,,,,
1082,Airport,,No Cars Available,2016-07-11 20:06:00,20:06:00,2016-07-11,Monday,Night,,,,
1083,Airport,,No Cars Available,2016-07-11 20:04:00,20:04:00,2016-07-11,Monday,Night,,,,
1084,Airport,137,Trip Completed,2016-07-11 19:59:00,19:59:00,2016-07-11,Monday,Night,2016-07-11 20:33:00,20:33:00,2016-07-11,Monday
1085,City,200,Trip Completed,2016-07-11 20:03:00,20:03:00,2016-07-11,Monday,Night,2016-07-11 20:58:00,20:58:00,2016-07-11,Monday
1086,Airport,244,Trip Completed,2016-07-11 20:02:00,20:02:00,2016-07-11,Monday,Night,2016-07-11 20:34:00,20:34:00,2016-07-11,Monday
1087,Airport,,No Cars Available,2016-07-11 20:09:00,20:09:00,2016-07-11,Monday,Night,,,,
1088,Airport,,No Cars Available,2016-07-11 20:06:00,20:06:00,2016-07-11,Monday,Night,,,,
1089,Airport,,No Cars Available,2016-07-11 20:05:00,20:05:00,2016-07-11,Monday,Night,,,,
1090,Airport,,No Cars Available,2016-07-11 20:03:00,20:03:00,2016-07-11,Monday,Night,,,,
1091,Airport,,No Cars Available,2016-07-11 20:05:00,20:05:00,2016-07-11,Monday,Night,,,,
1092,Airport,,No Cars Available,2016-07-11 20:14:00,20:14:00,2016-07-11,Monday,Night,,,,
1093,Airport,,No Cars Available,2016-07-11 20:06:00,20:06:00,2016-07-11,Monday,Night,,,,
1094,Airport,249,Trip Completed,2016-07-11 20:12:00,20:12:00,2016-07-11,Monday,Night,2016-07-11 21:18:00,21:18:00,2016-07-11,Monday
1095,Airport,,No Cars Available,2016-07-11 20:12:00,20:12:00,2016-07-11,Monday,Night,,,,
1096,Airport,,No Cars Available,2016-07-11 20:11:00,20:11:00,2016-07-11,Monday,Night,,,,
1097,City,227,Trip Completed,2016-07-11 20:11:00,20:11:00,2016-07-11,Monday,Night,2016-07-11 21:02:00,21:02:00,2016-07-11,Monday
1098,City,194,Trip Completed,2016-07-11 20:15:00,20:15:00,2016-07-11,Monday,Night,2016-07-11 21:03:00,21:03:00,2016-07-11,Monday
1099,Airport,,No Cars Available,2016-07-11 20:15:00,20:15:00,2016-07-11,Monday,Night,,,,
1100,Airport,162,Trip Completed,2016-07-11 20:10:00,20:10:00,2016-07-11,Monday,Night,2016-07-11 20:52:00,20:52:00,2016-07-11,Monday
1101,City,262,Trip Completed,2016-07-11 20:07:00,20:07:00,2016-07-11,Monday,Night,2016-07-11 21:01:00,21:01:00,2016-07-11,Monday
1102,Airport,,No Cars Available,2016-07-11 20:08:00,20:08:00,2016-07-11,Monday,Night,,,,
1103,Airport,,No Cars Available,2016-07-11 20:12:00,20:12:00,2016-07-11,Monday,Night,,,,
1104,Airport,36,Trip Completed,2016-07-11 20:17:00,20:17:00,2016-07-11,Monday,Night,2016-07-11 21:20:00,21:20:00,2016-07-11,Monday
1105,Airport,,No Cars Available,2016-07-11 20:18:00,20:18:00,2016-07-11,Monday,Night,,,,
1106,Airport,,No Cars Available,2016-07-11 20:11:00,20:11:00,2016-07-11,Monday,Night,,,,
1107,City,103,Cancelled,2016-07-11 20:14:00,20:14:00,2016-07-11,Monday,Night,,,,
1108,City,281,Trip Completed,2016-07-11 20:11:00,20:11:00,2016-07-11,Monday,Night,2016-07-11 20:53:00,20:53:00,2016-07-11,Monday
1109,City,286,Cancelled,2016-07-11 20:23:00,20:23:00,2016-07-11,Monday,Night,,,,
1110,City,126,Trip Completed,2016-07-11 20:17:00,20:17:00,2016-07-11,Monday,Night,2016-07-11 21:30:00,21:30:00,2016-07-11,Monday
1111,Airport,,No Cars Available,2016-07-11 20:22:00,20:22:00,2016-07-11,Monday,Night,,,,
1112,Airport,77,Trip Completed,2016-07-11 20:15:00,20:15:00,2016-07-11,Monday,Night,2016-07-11 21:07:00,21:07:00,2016-07-11,Monday
1113,City,105,Trip Completed,2016-07-11 20:18:00,20:18:00,2016-07-11,Monday,Night,2016-07-11 20:55:00,20:55:00,2016-07-11,Monday
1114,Airport,134,Cancelled,2016-07-11 20:19:00,20:19:00,2016-07-11,Monday,Night,,,,
1115,Airport,199,Cancelled,2016-07-11 20:23:00,20:23:00,2016-07-11,Monday,Night,,,,
1116,Airport,150,Cancelled,2016-07-11 20:25:00,20:25:00,2016-07-11,Monday,Night,,,,
1117,Airport,235,Cancelled,2016-07-11 20:17:00,20:17:00,2016-07-11,Monday,Night,,,,
1118,Airport,,No Cars Available,2016-07-11 20:23:00,20:23:00,2016-07-11,Monday,Night,,,,
1119,Airport,226,Trip Completed,2016-07-11 20:31:00,20:31:00,2016-07-11,Monday,Night,2016-07-11 21:13:00,21:13:00,2016-07-11,Monday
1120,Airport,,No Cars Available,2016-07-11 20:29:00,20:29:00,2016-07-11,Monday,Night,,,,
1121,Airport,,No Cars Available,2016-07-11 20:23:00,20:23:00,2016-07-11,Monday,Night,,,,
1122,Airport,,No Cars Available,2016-07-11 20:29:00,20:29:00,2016-07-11,Monday,Night,,,,
1123,City,25,Trip Completed,2016-07-11 20:20:00,20:20:00,2016-07-11,Monday,Night,2016-07-11 21:18:00,21:18:00,2016-07-11,Monday
1124,Airport,,No Cars Available,2016-07-11 20:23:00,20:23:00,2016-07-11,Monday,Night,,,,
1125,City,,No Cars Available,2016-07-11 20:29:00,20:29:00,2016-07-11,Monday,Night,,,,
1126,Airport,,No Cars Available,2016-07-11 20:28:00,20:28:00,2016-07-11,Monday,Night,,,,
1127,Airport,,No Cars Available,2016-07-11 20:30:00,20:30:00,2016-07-11,Monday,Night,,,,
1128,Airport,,No Cars Available,2016-07-11 20:30:00,20:30:00,2016-07-11,Monday,Night,,,,
1129,Airport,256,Trip Completed,2016-07-11 20:27:00,20:27:00,2016-07-11,Monday,Night,2016-07-11 21:35:00,21:35:00,2016-07-11,Monday
1130,City,264,Trip Completed,2016-07-11 20:27:00,20:27:00,2016-07-11,Monday,Night,2016-07-11 21:42:00,21:42:00,2016-07-11,Monday
1131,Airport,,No Cars Available,2016-07-11 20:35:00,20:35:00,2016-07-11,Monday,Night,,,,
1132,City,,No Cars Available,2016-07-11 20:26:00,20:26:00,2016-07-11,Monday,Night,,,,
1133,Airport,44,Trip Completed,2016-07-11 20:27:00,20:27:00,2016-07-11,Monday,Night,2016-07-11 21:31:00,21:31:00,2016-07-11,Monday
1134,Airport,84,Cancelled,2016-07-11 20:33:00,20:33:00,2016-07-11,Monday,Night,,,,
1135,Airport,106,Trip Completed,2016-07-11 20:37:00,20:37:00,2016-07-11,Monday,Night,2016-07-11 21:29:00,21:29:00,2016-07-11,Monday
1136,Airport,111,Trip Completed,2016-07-11 20:32:00,20:32:00,2016-07-11,Monday,Night,2016-07-11 21:20:00,21:20:00,2016-07-11,Monday
1137,City,209,Cancelled,2016-07-11 20:32:00,20:32:00,2016-07-11,Monday,Night,,,,
1138,City,215,Trip Completed,2016-07-11 20:30:00,20:30:00,2016-07-11,Monday,Night,2016-07-11 21:12:00,21:12:00,2016-07-11,Monday
1139,Airport,,No Cars Available,2016-07-11 20:33:00,20:33:00,2016-07-11,Monday,Night,,,,
1140,Airport,,No Cars Available,2016-07-11 20:31:00,20:31:00,2016-07-11,Monday,Night,,,,
1141,Airport,,No Cars Available,2016-07-11 20:38:00,20:38:00,2016-07-11,Monday,Night,,,,
1142,City,204,Trip Completed,2016-07-11 20:42:00,20:42:00,2016-07-11,Monday,Night,2016-07-11 21:40:00,21:40:00,2016-07-11,Monday
1143,Airport,,No Cars Available,2016-07-11 20:37:00,20:37:00,2016-07-11,Monday,Night,,,,
1144,Airport,,No Cars Available,2016-07-11 20:41:00,20:41:00,2016-07-11,Monday,Night,,,,
1145,Airport,,No Cars Available,2016-07-11 20:40:00,20:40:00,2016-07-11,Monday,Night,,,,
1146,Airport,,No Cars Available,2016-07-11 20:40:00,20:40:00,2016-07-11,Monday,Night,,,,
1147,Airport,18,Trip Completed,2016-07-11 20:42:00,20:42:00,2016-07-11,Monday,Night,2016-07-11 21:18:00,21:18:00,2016-07-11,Monday
1148,City,,No Cars Available,2016-07-11 20:45:00,20:45:00,2016-07-11,Monday,Night,,,,
1149,Airport,,No Cars Available,2016-07-11 20:43:00,20:43:00,2016-07-11,Monday,Night,,,,
1150,Airport,,No Cars Available,2016-07-11 20:45:00,20:45:00,2016-07-11,Monday,Night,,,,
1151,Airport,181,Trip Completed,2016-07-11 20:40:00,20:40:00,2016-07-11,Monday,Night,2016-07-11 21:38:00,21:38:00,2016-07-11,Monday
1152,Airport,296,Trip Completed,2016-07-11 20:39:00,20:39:00,2016-07-11,Monday,Night,2016-07-11 21:28:00,21:28:00,2016-07-11,Monday
1153,Airport,,No Cars Available,2016-07-11 20:40:00,20:40:00,2016-07-11,Monday,Night,,,,
1154,Airport,,No Cars Available,2016-07-11 20:47:00,20:47:00,2016-07-11,Monday,Night,,,,
1155,Airport,,No Cars Available,2016-07-11 20:46:00,20:46:00,2016-07-11,Monday,Night,,,,
1156,City,233,Cancelled,2016-07-11 20:46:00,20:46:00,2016-07-11,Monday,Night,,,,
1157,Airport,,No Cars Available,2016-07-11 20:47:00,20:47:00,2016-07-11,Monday,Night,,,,
1158,Airport,,No Cars Available,2016-07-11 20:44:00,20:44:00,2016-07-11,Monday,Night,,,,
1159,Airport,,No Cars Available,2016-07-11 20:45:00,20:45:00,2016-07-11,Monday,Night,,,,
1160,Airport,,No Cars Available,2016-07-11 20:47:00,20:47:00,2016-07-11,Monday,Night,,,,
1161,Airport,,No Cars Available,2016-07-11 20:47:00,20:47:00,2016-07-11,Monday,Night,,,,
1162,Airport,169,Cancelled,2016-07-11 20:43:00,20:43:00,2016-07-11,Monday,Night,,,,
1163,City,245,Trip Completed,2016-07-11 20:47:00,20:47:00,2016-07-11,Monday,Night,2016-07-11 21:51:00,21:51:00,2016-07-11,Monday
1164,City,284,Trip Completed,2016-07-11 20:50:00,20:50:00,2016-07-11,Monday,Night,2016-07-11 21:39:00,21:39:00,2016-07-11,Monday
1165,City,,No Cars Available,2016-07-11 20:48:00,20:48:00,2016-07-11,Monday,Night,,,,
1166,Airport,,No Cars Available,2016-07-11 20:49:00,20:49:00,2016-07-11,Monday,Night,,,,
1167,Airport,16,Trip Completed,2016-07-11 20:50:00,20:50:00,2016-07-11,Monday,Night,2016-07-11 21:52:00,21:52:00,2016-07-11,Monday
1168,Airport,,No Cars Available,2016-07-11 20:48:00,20:48:00,2016-07-11,Monday,Night,,,,
1169,Airport,,No Cars Available,2016-07-11 20:54:00,20:54:00,2016-07-11,Monday,Night,,,,
1170,City,213,Trip Completed,2016-07-11 20:55:00,20:55:00,2016-07-11,Monday,Night,2016-07-11 21:28:00,21:28:00,2016-07-11,Monday
1171,City,242,Trip Completed,2016-07-11 20:49:00,20:49:00,2016-07-11,Monday,Night,2016-07-11 21:48:00,21:48:00,2016-07-11,Monday
1172,Airport,155,Cancelled,2016-07-11 20:49:00,20:49:00,2016-07-11,Monday,Night,,,,
1173,Airport,,No Cars Available,2016-07-11 20:57:00,20:57:00,2016-07-11,Monday,Night,,,,
1174,Airport,,No Cars Available,2016-07-11 20:58:00,20:58:00,2016-07-11,Monday,Night,,,,
1175,City,246,Trip Completed,2016-07-11 20:57:00,20:57:00,2016-07-11,Monday,Night,2016-07-11 22:05:00,22:05:00,2016-07-11,Monday
1176,Airport,,No Cars Available,2016-07-11 21:01:00,21:01:00,2016-07-11,Monday,Night,,,,
1177,Airport,,No Cars Available,2016-07-11 21:03:00,21:03:00,2016-07-11,Monday,Night,,,,
1178,City,20,Trip Completed,2016-07-11 21:05:00,21:05:00,2016-07-11,Monday,Night,2016-07-11 22:06:00,22:06:00,2016-07-11,Monday
1179,City,5,Trip Completed,2016-07-11 20:58:00,20:58:00,2016-07-11,Monday,Night,2016-07-11 21:45:00,21:45:00,2016-07-11,Monday
1180,Airport,22,Trip Completed,2016-07-11 21:01:00,21:01:00,2016-07-11,Monday,Night,2016-07-11 22:14:00,22:14:00,2016-07-11,Monday
1181,Airport,91,Trip Completed,2016-07-11 21:04:00,21:04:00,2016-07-11,Monday,Night,2016-07-11 22:06:00,22:06:00,2016-07-11,Monday
1182,Airport,,No Cars Available,2016-07-11 21:00:00,21:00:00,2016-07-11,Monday,Night,,,,
1183,City,12,Trip Completed,2016-07-11 21:05:00,21:05:00,2016-07-11,Monday,Night,2016-07-11 21:38:00,21:38:00,2016-07-11,Monday
1184,City,120,Trip Completed,2016-07-11 21:01:00,21:01:00,2016-07-11,Monday,Night,2016-07-11 22:11:00,22:11:00,2016-07-11,Monday
1185,Airport,,No Cars Available,2016-07-11 21:05:00,21:05:00,2016-07-11,Monday,Night,,,,
1186,City,197,Trip Completed,2016-07-11 21:05:00,21:05:00,2016-07-11,Monday,Night,2016-07-11 22:16:00,22:16:00,2016-07-11,Monday
1187,Airport,248,Trip Completed,2016-07-11 21:10:00,21:10:00,2016-07-11,Monday,Night,2016-07-11 21:53:00,21:53:00,2016-07-11,Monday
1188,City,,No Cars Available,2016-07-11 21:14:00,21:14:00,2016-07-11,Monday,Night,,,,
1189,Airport,,No Cars Available,2016-07-11 21:08:00,21:08:00,2016-07-11,Monday,Night,,,,
1190,Airport,166,Cancelled,2016-07-11 21:13:00,21:13:00,2016-07-11,Monday,Night,,,,
1191,Airport,,No Cars Available,2016-07-11 21:10:00,21:10:00,2016-07-11,Monday,Night,,,,
1192,Airport,,No Cars Available,2016-07-11 21:15:00,21:15:00,2016-07-11,Monday,Night,,,,
1193,Airport,,No Cars Available,2016-07-11 21:17:00,21:17:00,2016-07-11,Monday,Night,,,,
1194,Airport,,No Cars Available,2016-07-11 21:15:00,21:15:00,2016-07-11,Monday,Night,,,,
1195,Airport,,No Cars Available,2016-07-11 21:15:00,21:15:00,2016-07-11,Monday,Night,,,,
1196,City,230,Trip Completed,2016-07-11 21:14:00,21:14:00,2016-07-11,Monday,Night,2016-07-11 22:05:00,22:05:00,2016-07-11,Monday
1197,City,265,Trip Completed,2016-07-11 21:11:00,21:11:00,2016-07-11,Monday,Night,2016-07-11 22:01:00,22:01:00,2016-07-11,Monday
1198,Airport,,No Cars Available,2016-07-11 21:16:00,21:16:00,2016-07-11,Monday,Night,,,,
1199,City,28,Trip Completed,2016-07-11 21:17:00,21:17:00,2016-07-11,Monday,Night,2016-07-11 21:53:00,21:53:00,2016-07-11,Monday
1200,Airport,109,Trip Completed,2016-07-11 21:13:00,21:13:00,2016-07-11,Monday,Night,2016-07-11 22:29:00,22:29:00,2016-07-11,Monday
1201,Airport,,No Cars Available,2016-07-11 21:19:00,21:19:00,2016-07-11,Monday,Night,,,,
1202,Airport,154,Cancelled,2016-07-11 21:20:00,21:20:00,2016-07-11,Monday,Night,,,,
1203,City,235,Trip Completed,2016-07-11 21:18:00,21:18:00,2016-07-11,Monday,Night,2016-07-11 22:31:00,22:31:00,2016-07-11,Monday
1204,Airport,,No Cars Available,2016-07-11 21:18:00,21:18:00,2016-07-11,Monday,Night,,,,
1205,Airport,,No Cars Available,2016-07-11 21:20:00,21:20:00,2016-07-11,Monday,Night,,,,
1206,City,127,Trip Completed,2016-07-11 21:24:00,21:24:00,2016-07-11,Monday,Night,2016-07-11 22:14:00,22:14:00,2016-07-11,Monday
1207,Airport,294,Trip Completed,2016-07-11 21:23:00,21:23:00,2016-07-11,Monday,Night,2016-07-11 22:32:00,22:32:00,2016-07-11,Monday
1208,Airport,,No Cars Available,2016-07-11 21:28:00,21:28:00,2016-07-11,Monday,Night,,,,
1209,Airport,,No Cars Available,2016-07-11 21:30:00,21:30:00,2016-07-11,Monday,Night,,,,
1210,Airport,252,Trip Completed,2016-07-11 21:24:00,21:24:00,2016-07-11,Monday,Night,2016-07-11 22:33:00,22:33:00,2016-07-11,Monday
1211,Airport,,No Cars Available,2016-07-11 21:25:00,21:25:00,2016-07-11,Monday,Night,,,,
1212,Airport,,No Cars Available,2016-07-11 21:29:00,21:29:00,2016-07-11,Monday,Night,,,,
1213,Airport,,No Cars Available,2016-07-11 21:26:00,21:26:00,2016-07-11,Monday,Night,,,,
1214,Airport,161,Trip Completed,2016-07-11 21:30:00,21:30:00,2016-07-11,Monday,Night,2016-07-11 21:57:00,21:57:00,2016-07-11,Monday
1215,Airport,79,Trip Completed,2016-07-11 21:33:00,21:33:00,2016-07-11,Monday,Night,2016-07-11 22:28:00,22:28:00,2016-07-11,Monday
1216,Airport,211,Cancelled,2016-07-11 21:32:00,21:32:00,2016-07-11,Monday,Night,,,,
1217,City,286,Trip Completed,2016-07-11 21:23:00,21:23:00,2016-07-11,Monday,Night,2016-07-11 22:39:00,22:39:00,2016-07-11,Monday
1218,Airport,,No Cars Available,2016-07-11 21:26:00,21:26:00,2016-07-11,Monday,Night,,,,
1219,Airport,,No Cars Available,2016-07-11 21:26:00,21:26:00,2016-07-11,Monday,Night,,,,
1220,Airport,,No Cars Available,2016-07-11 21:29:00,21:29:00,2016-07-11,Monday,Night,,,,
1221,Airport,,No Cars Available,2016-07-11 21:35:00,21:35:00,2016-07-11,Monday,Night,,,,
1222,Airport,,No Cars Available,2016-07-11 21:29:00,21:29:00,2016-07-11,Monday,Night,,,,
1223,Airport,,No Cars Available,2016-07-11 21:29:00,21:29:00,2016-07-11,Monday,Night,,,,
1224,Airport,,No Cars Available,2016-07-11 21:38:00,21:38:00,2016-07-11,Monday,Night,,,,
1225,Airport,,No Cars Available,2016-07-11 21:37:00,21:37:00,2016-07-11,Monday,Night,,,,
1226,City,,No Cars Available,2016-07-11 21:39:00,21:39:00,2016-07-11,Monday,Night,,,,
1227,Airport,99,Cancelled,2016-07-11 21:32:00,21:32:00,2016-07-11,Monday,Night,,,,
1228,City,276,Cancelled,2016-07-11 21:37:00,21:37:00,2016-07-11,Monday,Night,,,,
1229,Airport,,No Cars Available,2016-07-11 21:35:00,21:35:00,2016-07-11,Monday,Night,,,,
1230,Airport,,No Cars Available,2016-07-11 21:42:00,21:42:00,2016-07-11,Monday,Night,,,,
1231,City,97,Cancelled,2016-07-11 21:34:00,21:34:00,2016-07-11,Monday,Night,,,,
1232,Airport,,No Cars Available,2016-07-11 21:39:00,21:39:00,2016-07-11,Monday,Night,,,,
1233,Airport,282,Cancelled,2016-07-11 21:38:00,21:38:00,2016-07-11,Monday,Night,,,,
1234,Airport,,No Cars Available,2016-07-11 21:45:00,21:45:00,2016-07-11,Monday,Night,,,,
1235,Airport,,No Cars Available,2016-07-11 21:43:00,21:43:00,2016-07-11,Monday,Night,,,,
1236,Airport,,No Cars Available,2016-07-11 21:39:00,21:39:00,2016-07-11,Monday,Night,,,,
1237,Airport,,No Cars Available,2016-07-11 21:37:00,21:37:00,2016-07-11,Monday,Night,,,,
